
0.0.0	0.63.*	山东省济南市
207.148.62	207.148.62	黑龙江省哈尔滨市呼兰区
207.148.63	207.148.81	黑龙江省哈尔滨市
207.148.82	207.148.82	黑龙江省哈尔滨市呼兰区
207.148.83	207.148.97	黑龙江省哈尔滨市
207.148.98	207.148.98	黑龙江省哈尔滨市呼兰区
207.148.99	207.148.169	黑龙江省哈尔滨市
207.148.170	207.148.186	黑龙江省哈尔滨市呼兰区
207.148.187	207.181.149	黑龙江省哈尔滨市
207.181.150	207.181.150	黑龙江省哈尔滨市道外区
207.181.151	207.181.201	黑龙江省哈尔滨市
207.181.202	207.181.202	黑龙江省哈尔滨市南岗区
207.181.203	207.188.10	黑龙江省哈尔滨市
207.188.11	207.188.11	黑龙江省哈尔滨市香坊区
207.188.12	207.188.34	黑龙江省哈尔滨市
207.188.35	207.188.35	黑龙江省哈尔滨市南岗区
207.188.36	207.188.57	黑龙江省哈尔滨市
207.188.58	207.188.58	黑龙江省哈尔滨市道里区
207.188.59	207.188.154	黑龙江省哈尔滨市
207.188.155	207.188.155	黑龙江省哈尔滨市南岗区
207.188.156	207.188.164	黑龙江省哈尔滨市
207.188.165	207.188.165	黑龙江省哈尔滨市南岗区
207.188.166	207.188.234	黑龙江省哈尔滨市
207.188.235	207.188.236	黑龙江省哈尔滨市南岗区
207.188.237	207.188.243	黑龙江省哈尔滨市
207.188.244	207.188.244	黑龙江省哈尔滨市南岗区
207.188.245	207.207.156	黑龙江省哈尔滨市
207.207.157	207.207.157	黑龙江省哈尔滨市道里区
207.207.158	207.231.9	黑龙江省哈尔滨市
207.231.10	207.231.10	黑龙江省哈尔滨市南岗区
207.231.11	207.231.52	黑龙江省哈尔滨市
207.231.53	207.231.53	黑龙江省哈尔滨市南岗区
207.231.54	207.231.65	黑龙江省哈尔滨市
207.231.66	207.231.66	黑龙江省哈尔滨市南岗区
207.231.67	207.231.84	黑龙江省哈尔滨市
207.231.85	207.231.86	黑龙江省哈尔滨市香坊区
207.231.87	207.231.154	黑龙江省哈尔滨市
207.231.155	207.231.156	黑龙江省哈尔滨市道里区
207.231.157	207.231.163	黑龙江省哈尔滨市
207.231.164	207.231.164	黑龙江省哈尔滨市道外区
207.231.165	207.242.42	黑龙江省哈尔滨市
207.242.43	207.242.43	黑龙江省哈尔滨市南岗区
207.242.44	207.242.180	黑龙江省哈尔滨市
207.242.181	207.242.181	黑龙江省哈尔滨市香坊区
207.242.182	207.242.202	黑龙江省哈尔滨市
207.242.203	207.242.203	黑龙江省哈尔滨市道外区
207.242.204	207.242.249	黑龙江省哈尔滨市
207.242.250	207.242.250	黑龙江省哈尔滨市香坊区
207.242.251	207.245.65	黑龙江省哈尔滨市
207.245.66	207.245.66	黑龙江省哈尔滨市平房区
207.245.67	207.245.81	黑龙江省哈尔滨市
207.245.82	207.245.82	黑龙江省哈尔滨市南岗区
207.245.83	207.245.115	黑龙江省哈尔滨市
207.245.116	207.245.116	黑龙江省哈尔滨市南岗区
207.245.117	207.245.132	黑龙江省哈尔滨市
207.245.133	207.245.133	黑龙江省哈尔滨市道理区
207.245.134	207.245.137	黑龙江省哈尔滨市
207.245.138	207.245.138	黑龙江省哈尔滨市南岗区
207.245.139	207.245.164	黑龙江省哈尔滨市
207.245.165	207.245.165	黑龙江省哈尔滨市道外区
207.245.166	207.245.194	黑龙江省哈尔滨市
207.245.195	207.245.195	黑龙江省哈尔滨市香坊区
207.245.196	207.249.34	黑龙江省哈尔滨市
207.249.35	207.249.36	黑龙江省哈尔滨市呼兰区
207.249.37	207.252.47	黑龙江省哈尔滨市
207.252.48	207.252.48	黑龙江省哈尔滨市南岗区
207.252.49	207.254.242	黑龙江省哈尔滨市
207.254.243	207.254.243	黑龙江省哈尔滨市香坊区
207.254.244	208.0.129	黑龙江省哈尔滨市
208.0.130	208.0.130	黑龙江省哈尔滨市道外区
208.0.131	208.2.169	黑龙江省哈尔滨市
208.2.170	208.2.170	黑龙江省哈尔滨市平房区
208.2.171	208.3.60	黑龙江省哈尔滨市
208.3.61	208.3.61	黑龙江省哈尔滨市呼兰区
208.3.62	208.3.191	黑龙江省哈尔滨市
208.3.192	208.3.192	黑龙江省哈尔滨市呼兰区
208.3.193	208.11.25	黑龙江省哈尔滨市
208.11.26	208.11.26	黑龙江省哈尔滨市双城市
208.11.27	208.17.24	黑龙江省哈尔滨市
208.17.25	208.17.27	黑龙江省哈尔滨市道外区
208.17.28	208.17.49	黑龙江省哈尔滨市
208.17.50	208.17.50	黑龙江省哈尔滨市南岗区
208.17.51	208.17.59	黑龙江省哈尔滨市
208.17.60	208.17.60	黑龙江省哈尔滨市道外区
208.17.61	208.17.82	黑龙江省哈尔滨市
208.17.83	208.17.83	黑龙江省哈尔滨市南岗区
208.17.84	208.32.251	黑龙江省哈尔滨市
208.32.252	208.32.252	黑龙江省哈尔滨市南岗区
208.32.253	208.41.199	黑龙江省哈尔滨市
208.41.200	208.41.200	黑龙江省哈尔滨市尚志市
208.41.201	208.45.173	黑龙江省哈尔滨市
208.45.174	208.45.174	黑龙江省齐齐哈尔市龙江镇
208.45.175	208.45.181	黑龙江省哈尔滨市
208.45.182	208.45.182	黑龙江省齐齐哈尔市龙江镇
208.45.183	208.45.189	黑龙江省哈尔滨市
208.45.190	208.45.190	黑龙江省齐齐哈尔市龙江镇
208.45.191	208.47.9	黑龙江省哈尔滨市
208.47.10	208.47.10	黑龙江省哈尔滨市南岗区
208.47.11	208.47.19	黑龙江省哈尔滨市
208.47.20	208.47.20	黑龙江省哈尔滨市南岗区
208.47.21	208.47.34	黑龙江省哈尔滨市
208.47.35	208.47.35	黑龙江省哈尔滨市南岗区
208.47.36	208.47.44	黑龙江省哈尔滨市
208.47.45	208.47.45	黑龙江省哈尔滨市道外区
208.47.46	208.47.50	黑龙江省哈尔滨市
208.47.51	208.47.51	黑龙江省哈尔滨市香坊区
208.47.52	208.47.66	黑龙江省哈尔滨市
208.47.67	208.47.67	黑龙江省哈尔滨市南岗区
208.47.68	208.47.81	黑龙江省哈尔滨市
208.47.82	208.47.82	黑龙江省哈尔滨市南岗区
208.47.83	208.47.115	黑龙江省哈尔滨市
208.47.116	208.47.116	黑龙江省哈尔滨市道外区
208.47.117	208.47.169	黑龙江省哈尔滨市
208.47.170	208.47.171	黑龙江省哈尔滨市道外区
208.47.172	208.47.177	黑龙江省哈尔滨市
208.47.178	208.47.178	黑龙江省哈尔滨市道外区
208.47.179	208.47.225	黑龙江省哈尔滨市
208.47.226	208.47.226	黑龙江省哈尔滨市平房区
208.47.227	208.47.233	黑龙江省哈尔滨市
208.47.234	208.47.234	黑龙江省哈尔滨市南岗区
208.47.235	208.50.161	黑龙江省哈尔滨市
208.50.162	208.50.162	黑龙江省哈尔滨市道里区
208.50.163	208.50.209	黑龙江省哈尔滨市
208.50.210	208.50.211	黑龙江省哈尔滨市南岗区
208.50.212	208.50.212	黑龙江省哈尔滨市香坊区
208.50.213	208.50.213	黑龙江省哈尔滨市
208.50.214	208.50.214	黑龙江省哈尔滨市南岗区
208.50.215	208.53.47	黑龙江省哈尔滨市
208.53.48	208.53.48	黑龙江省哈尔滨市尚志市
208.53.49	208.57.121	黑龙江省哈尔滨市
208.57.122	208.57.122	黑龙江省哈尔滨市香坊区
208.57.123	208.58.*	黑龙江省哈尔滨市
208.59.0	208.61.*	黑龙江省哈尔滨市南岗区
208.62.0	208.102.72	黑龙江省哈尔滨市
208.102.73	208.102.73	黑龙江省哈尔滨市宾县
208.102.74	208.102.249	黑龙江省哈尔滨市
208.102.250	208.102.250	黑龙江省五常市
208.102.251	208.104.129	黑龙江省哈尔滨市
208.104.130	208.104.130	黑龙江省五常市
208.104.131	208.104.147	黑龙江省哈尔滨市
208.104.148	208.104.148	黑龙江省五常市
208.104.149	208.105.1	黑龙江省哈尔滨市
208.105.2	208.105.2	黑龙江省哈尔滨市宾县
208.105.3	208.105.3	黑龙江省哈尔滨市
208.105.4	208.105.4	黑龙江省哈尔滨市宾县
208.105.5	208.105.5	黑龙江省哈尔滨市
208.105.6	208.105.6	黑龙江省哈尔滨市宾县
208.105.7	208.109.227	黑龙江省哈尔滨市
208.109.228	208.109.228	黑龙江省哈尔滨市南岗区
208.109.229	208.116.44	黑龙江省哈尔滨市
208.116.45	208.116.45	黑龙江省哈尔滨市南岗区
208.116.46	208.116.97	黑龙江省哈尔滨市
208.116.98	208.116.98	黑龙江省哈尔滨市道里区
208.116.99	208.116.202	黑龙江省哈尔滨市
208.116.203	208.116.203	黑龙江省哈尔滨市南岗区
208.116.204	208.117.2	黑龙江省哈尔滨市
208.117.3	208.117.3	黑龙江省哈尔滨市南岗区
208.117.4	208.117.33	黑龙江省哈尔滨市
208.117.34	208.117.34	黑龙江省哈尔滨市道里区
208.117.35	208.117.76	黑龙江省哈尔滨市
208.117.77	208.117.77	黑龙江省哈尔滨市南岗区
208.117.78	208.117.165	黑龙江省哈尔滨市
208.117.166	208.117.166	黑龙江省哈尔滨市道里区
208.117.167	208.117.233	黑龙江省哈尔滨市
208.117.234	208.117.234	黑龙江省哈尔滨市南岗区
208.117.235	208.117.253	黑龙江省哈尔滨市
208.117.254	208.117.254	黑龙江省哈尔滨市道里区
208.117.*	208.122.40	黑龙江省哈尔滨市
208.122.41	208.122.41	黑龙江省哈尔滨市道里区
208.122.42	208.129.101	黑龙江省哈尔滨市
208.129.102	208.129.102	黑龙江省哈尔滨市道外区
208.129.103	208.130.97	黑龙江省哈尔滨市
208.130.98	208.130.98	黑龙江省哈尔滨市道里区
208.130.99	208.130.105	黑龙江省哈尔滨市
208.130.106	208.130.106	黑龙江省哈尔滨市香坊区
208.130.107	208.130.114	黑龙江省哈尔滨市
208.130.115	208.130.115	黑龙江省哈尔滨市南岗区
208.130.116	208.130.125	黑龙江省哈尔滨市
208.130.126	208.130.126	黑龙江省哈尔滨市南岗区
208.130.127	208.184.*	黑龙江省哈尔滨市
208.185.0	208.185.169	黑龙江省肇东市
208.185.170	208.185.170	黑龙江省哈尔滨市
208.185.171	208.187.*	黑龙江省肇东市
208.188.0	208.188.*	黑龙江省海伦市
208.189.0	208.193.*	黑龙江省哈尔滨市
208.194.0	208.194.*	黑龙江省绥化市
208.195.0	208.198.*	黑龙江省哈尔滨市
208.199.0	208.208.*	黑龙江省齐齐哈尔市
208.209.0	208.224.58	黑龙江省大庆市
208.224.59	208.224.59	黑龙江省哈尔滨市
208.224.60	208.239.*	黑龙江省大庆市
208.240.0	208.244.52	黑龙江省哈尔滨市
208.244.53	208.244.53	黑龙江省哈尔滨市道外区
208.244.54	208.244.74	黑龙江省哈尔滨市
208.244.75	208.244.76	黑龙江省哈尔滨市道里区
208.244.77	208.244.89	黑龙江省哈尔滨市
208.244.90	208.244.90	黑龙江省哈尔滨市平房区
208.244.91	208.244.114	黑龙江省哈尔滨市
208.244.115	208.244.115	黑龙江省哈尔滨市南岗区
208.244.116	208.244.138	黑龙江省哈尔滨市
208.244.139	208.244.139	黑龙江省哈尔滨市道里区
208.244.140	208.244.180	黑龙江省哈尔滨市
208.244.181	208.244.181	黑龙江省哈尔滨市松北区
208.244.182	208.244.209	黑龙江省哈尔滨市
208.244.210	208.244.211	黑龙江省哈尔滨市平房区
208.244.212	208.244.212	黑龙江省哈尔滨市
208.244.213	208.244.213	黑龙江省哈尔滨市平房区
208.244.214	208.246.*	黑龙江省哈尔滨市
208.247.0	208.247.5	黑龙江省哈尔滨市阿城区
208.247.6	208.247.6	黑龙江省哈尔滨市呼兰区
208.247.7	208.247.9	黑龙江省哈尔滨市阿城区
208.247.10	208.247.11	黑龙江省哈尔滨市
208.247.12	208.247.34	黑龙江省哈尔滨市阿城区
208.247.35	208.247.35	黑龙江省哈尔滨市
208.247.36	208.247.43	黑龙江省哈尔滨市阿城区
208.247.44	208.247.44	黑龙江省哈尔滨市呼兰区
208.247.45	208.247.105	黑龙江省哈尔滨市阿城区
208.247.106	208.247.106	黑龙江省哈尔滨市
208.247.107	208.247.130	黑龙江省哈尔滨市阿城区
208.247.131	208.247.131	黑龙江省哈尔滨市
208.247.132	208.247.242	黑龙江省哈尔滨市阿城区
208.247.243	208.250.28	黑龙江省哈尔滨市
208.250.29	208.250.29	黑龙江省哈尔滨市阿城区
208.250.30	208.250.34	黑龙江省哈尔滨市
208.250.35	208.250.35	黑龙江省哈尔滨市阿城区
208.250.36	208.250.121	黑龙江省哈尔滨市
208.250.122	208.250.122	黑龙江省齐齐哈尔市
208.250.123	208.252.25	黑龙江省哈尔滨市
208.252.26	208.252.26	黑龙江省哈尔滨市道外区
208.252.27	208.252.65	黑龙江省哈尔滨市
208.252.66	208.252.66	黑龙江省哈尔滨市南岗区
208.252.67	208.252.97	黑龙江省哈尔滨市
208.252.98	208.252.101	黑龙江省哈尔滨市南岗区
208.252.102	208.252.114	黑龙江省哈尔滨市
208.252.115	208.252.115	黑龙江省齐齐哈尔市香坊区
208.252.116	208.252.153	黑龙江省哈尔滨市
208.252.154	208.252.154	黑龙江省哈尔滨市道里区
208.252.155	208.252.186	黑龙江省哈尔滨市
208.252.187	208.252.187	黑龙江省哈尔滨市香坊区
208.252.188	208.252.193	黑龙江省哈尔滨市
208.252.194	208.252.194	黑龙江省哈尔滨市香坊区
208.252.195	208.252.195	黑龙江省哈尔滨市
208.252.196	208.252.196	黑龙江省哈尔滨市香坊区
208.252.197	208.252.217	黑龙江省哈尔滨市
208.252.218	208.252.218	黑龙江省哈尔滨市道里区
208.252.219	208.252.219	黑龙江省哈尔滨市
208.252.220	208.252.222	黑龙江省哈尔滨市道里区
208.252.223	208.252.225	黑龙江省哈尔滨市
208.252.226	208.252.227	黑龙江省哈尔滨市南岗区
208.252.228	208.*.*	黑龙江省哈尔滨市
209.0.0	209.3.30	黑龙江省齐齐哈尔市
209.3.31	209.3.31	黑龙江省齐齐哈尔市龙沙区
209.3.32	209.3.93	黑龙江省齐齐哈尔市
209.3.94	209.3.94	黑龙江省齐齐哈尔市龙沙区
209.3.95	209.3.208	黑龙江省齐齐哈尔市
209.3.209	209.3.209	黑龙江省齐齐哈尔市龙沙区
209.3.210	209.8.1	黑龙江省齐齐哈尔市
209.8.2	209.8.2	黑龙江省齐齐哈尔市龙沙区
209.8.3	209.8.9	黑龙江省齐齐哈尔市
209.8.10	209.8.10	黑龙江省齐齐哈尔市龙沙区
209.8.11	209.8.13	黑龙江省齐齐哈尔市
209.8.14	209.8.14	黑龙江省齐齐哈尔市龙沙区
209.8.15	209.8.129	黑龙江省齐齐哈尔市
209.8.130	209.8.130	黑龙江省齐齐哈尔市龙沙区
209.8.131	209.9.29	黑龙江省齐齐哈尔市
209.9.30	209.9.30	黑龙江省齐齐哈尔市龙沙区
209.9.31	209.10.74	黑龙江省齐齐哈尔市
209.10.75	209.10.75	黑龙江省齐齐哈尔市铁锋区
209.10.76	209.10.82	黑龙江省齐齐哈尔市
209.10.83	209.10.83	黑龙江省齐齐哈尔市铁锋区
209.10.84	209.11.5	黑龙江省齐齐哈尔市
209.11.6	209.11.6	黑龙江省齐齐哈尔市建华区
209.11.7	209.12.9	黑龙江省齐齐哈尔市
209.12.10	209.12.10	黑龙江省齐齐哈尔市铁锋区
209.12.11	209.12.41	黑龙江省齐齐哈尔市
209.12.42	209.12.42	黑龙江省齐齐哈尔市铁峰区
209.12.43	209.15.*	黑龙江省齐齐哈尔市
209.16.0	209.16.0	黑龙江省齐齐哈尔市富区
209.16.1	209.16.1	黑龙江省齐齐哈尔市
209.16.2	209.16.28	黑龙江省齐齐哈尔市富区
209.16.29	209.16.29	黑龙江省齐齐哈尔市
209.16.30	209.16.141	黑龙江省齐齐哈尔市富区
209.16.142	209.16.142	黑龙江省齐齐哈尔市
209.16.143	209.16.*	黑龙江省齐齐哈尔市富区
209.17.0	209.17.3	黑龙江省齐齐哈尔市
209.17.4	209.17.4	黑龙江省齐齐哈尔市富区
209.17.5	209.17.21	黑龙江省齐齐哈尔市
209.17.22	209.17.22	黑龙江省齐齐哈尔市富区
209.17.23	209.18.86	黑龙江省齐齐哈尔市
209.18.87	209.18.87	黑龙江省齐齐哈尔市富区
209.18.88	209.23.102	黑龙江省齐齐哈尔市
209.23.103	209.23.103	黑龙江省讷河市
209.23.104	209.28.111	黑龙江省齐齐哈尔市
209.28.112	209.28.112	黑龙江省齐齐哈尔市讷河市
209.28.113	209.36.178	黑龙江省齐齐哈尔市
209.36.179	209.36.179	黑龙江省齐齐哈尔市富区
209.36.180	209.43.129	黑龙江省齐齐哈尔市
209.43.130	209.43.130	黑龙江省齐齐哈尔市依安县
209.43.131	209.43.133	黑龙江省齐齐哈尔市
209.43.134	209.43.134	黑龙江省齐齐哈尔市依安县
209.43.135	209.43.141	黑龙江省齐齐哈尔市
209.43.142	209.43.142	黑龙江省齐齐哈尔市依安县
209.43.143	209.43.145	黑龙江省齐齐哈尔市
209.43.146	209.43.146	黑龙江省齐齐哈尔市依安县
209.43.147	209.43.149	黑龙江省齐齐哈尔市
209.43.150	209.43.150	黑龙江省齐齐哈尔市依安县
209.43.151	209.43.153	黑龙江省齐齐哈尔市
209.43.154	209.43.154	黑龙江省齐齐哈尔市依安县
209.43.155	209.43.157	黑龙江省齐齐哈尔市
209.43.158	209.43.158	黑龙江省齐齐哈尔市依安县
209.43.159	209.43.161	黑龙江省齐齐哈尔市
209.43.162	209.43.162	黑龙江省齐齐哈尔市依安县
209.43.163	209.43.165	黑龙江省齐齐哈尔市
209.43.166	209.43.166	黑龙江省齐齐哈尔市依安县
209.43.167	209.43.169	黑龙江省齐齐哈尔市
209.43.170	209.43.170	黑龙江省齐齐哈尔市依安县
209.43.171	209.43.173	黑龙江省齐齐哈尔市
209.43.174	209.43.174	黑龙江省齐齐哈尔市依安县
209.43.175	209.43.177	黑龙江省齐齐哈尔市
209.43.178	209.43.178	黑龙江省齐齐哈尔市依安县
209.43.179	209.43.181	黑龙江省齐齐哈尔市
209.43.182	209.43.182	黑龙江省齐齐哈尔市依安县
209.43.183	209.43.185	黑龙江省齐齐哈尔市
209.43.186	209.43.186	黑龙江省齐齐哈尔市依安县
209.43.187	209.43.201	黑龙江省齐齐哈尔市
209.43.202	209.43.202	黑龙江省齐齐哈尔市依安县
209.43.203	209.43.209	黑龙江省齐齐哈尔市
209.43.210	209.43.210	黑龙江省齐齐哈尔市依安县
209.43.211	209.43.213	黑龙江省齐齐哈尔市
209.43.214	209.43.214	黑龙江省齐齐哈尔市依安县
209.43.215	209.43.226	黑龙江省齐齐哈尔市
209.43.227	209.43.227	黑龙江省齐齐哈尔市依安县
209.43.228	209.43.245	黑龙江省齐齐哈尔市
209.43.246	209.43.246	黑龙江省齐齐哈尔市依安县
209.43.247	209.44.1	黑龙江省齐齐哈尔市
209.44.2	209.44.2	黑龙江省齐齐哈尔市泰来县
209.44.3	209.44.5	黑龙江省齐齐哈尔市
209.44.6	209.44.6	黑龙江省齐齐哈尔市泰来县
209.44.7	209.44.13	黑龙江省齐齐哈尔市
209.44.14	209.44.14	黑龙江省齐齐哈尔市泰来县
209.44.15	209.44.17	黑龙江省齐齐哈尔市
209.44.18	209.44.18	黑龙江省齐齐哈尔市泰来县
209.44.19	209.44.25	黑龙江省齐齐哈尔市
209.44.26	209.44.26	黑龙江省齐齐哈尔市泰来县
209.44.27	209.44.29	黑龙江省齐齐哈尔市
209.44.30	209.44.30	黑龙江省齐齐哈尔市泰来县
209.44.31	209.44.37	黑龙江省齐齐哈尔市
209.44.38	209.44.38	黑龙江省齐齐哈尔市泰来县
209.44.39	209.44.41	黑龙江省齐齐哈尔市
209.44.42	209.44.42	黑龙江省齐齐哈尔市泰来县
209.44.43	209.44.45	黑龙江省齐齐哈尔市
209.44.46	209.44.46	黑龙江省齐齐哈尔市泰来县
209.44.47	209.44.49	黑龙江省齐齐哈尔市
209.44.50	209.44.50	黑龙江省齐齐哈尔市泰来县
209.44.51	209.44.57	黑龙江省齐齐哈尔市
209.44.58	209.44.58	黑龙江省齐齐哈尔市泰来县
209.44.59	209.44.63	黑龙江省齐齐哈尔市
209.44.64	209.44.64	黑龙江省齐齐哈尔市泰来县
209.44.65	209.44.81	黑龙江省齐齐哈尔市
209.44.82	209.44.82	黑龙江省齐齐哈尔市泰来县
209.44.83	209.44.83	黑龙江省齐齐哈尔市
209.44.84	209.44.84	黑龙江省齐齐哈尔市泰来县
209.44.85	209.44.93	黑龙江省齐齐哈尔市
209.44.94	209.44.94	黑龙江省齐齐哈尔市泰来县
