0.0.0.0	0.0.0.0	4l
95.171.192.0	95.171.223.*	波兰
95.171.224.0	95.171.*.*	俄罗斯
95.172.0.0	95.172.31.*	英国
95.172.32.0	95.172.63.*	俄罗斯
95.172.64.0	95.172.95.*	英国
95.172.96.0	95.172.159.*	俄罗斯
95.172.160.0	95.172.191.*	葡萄牙
95.172.192.0	95.172.223.*	约旦
95.172.224.0	95.172.*.*	英国
95.173.0.0	95.173.31.*	土耳其
95.173.32.0	95.173.63.*	立陶宛
95.173.64.0	95.173.95.*	捷克
95.173.96.0	95.173.127.*	德国
95.173.128.0	95.173.159.*	俄罗斯
95.173.160.0	95.173.191.*	土耳其
95.173.192.0	95.173.223.*	捷克
95.173.224.0	95.173.*.*	德国
95.174.0.0	95.174.31.*	意大利
95.174.32.0	95.174.63.*	波兰
95.174.64.0	95.174.95.*	匈牙利
95.174.96.0	95.174.127.*	俄罗斯
95.174.128.0	95.174.159.*	德国
95.174.160.0	95.174.191.*	法国
95.174.192.0	95.174.223.*	俄罗斯
95.174.224.0	95.174.*.*	瑞士
95.175.0.0	95.175.31.*	波兰
95.175.32.0	95.175.63.*	以色列
95.175.64.0	95.175.95.*	科威特
95.175.96.0	95.175.127.*	芬兰
95.175.128.0	95.175.159.*	英国
95.175.160.0	95.175.191.*	法国
95.175.192.0	95.175.223.*	英国
95.175.224.0	95.175.*.*	俄罗斯
95.176.0.0	95.176.127.*	法国
95.176.128.0	95.176.*.*	斯洛文尼亚
95.177.0.0	95.177.127.*	英国
95.177.128.0	95.177.*.*	罗马尼亚
95.178.0.0	95.178.127.*	波兰
95.178.128.0	95.178.*.*	克罗地亚
95.179.0.0	95.179.127.*	俄罗斯
95.179.128.0	95.179.*.*	希腊
95.180.0.0	95.180.127.*	塞尔维亚
95.180.128.0	95.180.*.*	马其顿
95.181.0.0	95.181.*.*	俄罗斯
95.182.0.0	95.182.127.*	捷克
95.182.128.0	95.182.*.*	比利时
95.183.0.0	95.183.127.*	俄罗斯
95.183.128.0	95.183.*.*	土耳其
95.184.0.0	95.187.*.*	罗马尼亚
95.188.0.0	95.191.*.*	俄罗斯
95.192.0.0	95.207.*.*	瑞典
95.208.0.0	95.208.*.*	德国
95.209.0.0	95.209.*.*	瑞典
95.210.0.0	95.210.*.*	意大利
95.211.0.0	95.211.*.*	荷兰
95.212.0.0	95.212.*.*	叙利亚
95.213.0.0	95.213.*.*	俄罗斯
95.214.0.0	95.214.*.*	西班牙
95.215.0.0	95.215.3.*	俄罗斯
95.215.4.0	95.215.7.*	欧洲
95.215.8.0	95.215.11.*	捷克
95.215.12.0	95.215.15.*	俄罗斯
95.215.16.0	95.215.19.*	瑞典
95.215.20.0	95.215.31.*	波兰
95.215.32.0	95.215.35.*	德国
95.215.36.0	95.215.39.*	乌克兰
95.215.40.0	95.215.43.*	欧洲和中东地区
95.215.44.0	95.215.47.*	拉脱维亚
95.215.48.0	95.215.51.*	乌克兰
95.215.52.0	95.215.55.*	波兰
95.215.56.0	95.215.63.*	乌克兰
95.215.64.0	95.215.71.*	俄罗斯
95.215.72.0	95.215.75.*	荷兰
95.215.76.0	95.215.79.*	欧洲和中东地区
95.215.80.0	95.215.83.*	乌克兰
95.215.84.0	95.215.87.*	俄罗斯
95.215.88.0	95.215.91.*	英国
95.215.92.0	95.215.103.*	捷克
95.215.104.0	95.215.107.*	乌克兰
95.215.108.0	95.215.111.*	欧洲和中东地区
95.215.112.0	95.215.119.*	欧洲
95.215.120.0	95.215.123.*	西班牙
95.215.124.0	95.215.127.*	乌克兰
95.215.128.0	95.215.131.*	以色列
95.215.132.0	95.215.135.*	欧洲
95.215.136.0	95.215.139.*	俄罗斯
95.215.140.0	95.215.143.*	捷克
95.215.144.0	95.215.147.*	乌克兰
95.215.148.0	95.215.155.*	俄罗斯
95.215.156.0	95.215.159.*	捷克
95.215.160.0	95.215.163.*	俄罗斯
95.215.164.0	95.215.167.*	捷克
95.215.168.0	95.215.171.*	瑞典
95.215.172.0	95.215.179.*	俄罗斯
95.215.180.0	95.215.183.*	欧洲和中东地区
95.215.184.0	95.215.191.*	荷兰
95.215.192.0	95.215.195.*	捷克
95.215.196.0	95.215.199.*	欧洲和中东地区
95.215.200.0	95.215.203.*	乌克兰
95.215.204.0	95.215.207.*	欧洲和中东地区
95.215.208.0	95.215.211.*	捷克
95.215.212.0	95.215.215.*	德国
95.215.216.0	95.215.219.*	乌克兰
95.215.220.0	95.215.223.*	俄罗斯
95.215.224.0	95.215.227.*	英国
95.215.228.0	95.215.231.*	捷克
95.215.232.0	95.215.235.*	波兰
95.215.236.0	95.215.239.*	乌克兰
95.215.240.0	95.215.243.*	欧洲
95.215.244.0	95.215.247.*	捷克
95.215.248.0	95.215.251.*	欧洲和中东地区
95.215.252.0	95.215.*.*	捷克
95.216.0.0	95.217.*.*	乌克兰
95.218.0.0	95.219.*.*	罗马尼亚
95.220.0.0	95.221.*.*	俄罗斯
95.222.0.0	95.223.*.*	德国
95.224.0.0	95.*.*.*	意大利
96.0.0.0	96.0.*.*	美国
96.1.0.0	96.1.*.*	加拿大
96.2.0.0	96.9.95.*	美国
96.9.96.0	96.9.127.*	加拿大
96.9.128.0	96.19.*.*	美国
96.20.0.0	96.23.*.*	加拿大
96.24.0.0	96.30.127.*	美国
96.30.128.0	96.30.223.*	加拿大
96.30.224.0	96.43.159.*	美国
96.43.160.0	96.43.191.*	牙买加
96.43.192.0	96.43.223.*	美国
96.43.224.0	96.43.239.*	加拿大
96.43.240.0	96.43.*.*	北美地区
96.44.0.0	96.44.31.*	美国
96.44.32.0	96.44.127.*	加拿大
96.44.128.0	96.44.191.*	美国
96.44.192.0	96.45.15.*	加拿大
96.45.16.0	96.45.31.*	美国
96.45.32.0	96.45.47.*	加拿大
96.45.48.0	96.45.159.*	美国
96.45.160.0	96.45.175.*	北美地区
96.45.176.0	96.45.207.*	加拿大
96.45.208.0	96.46.31.*	美国
96.46.32.0	96.46.63.*	加拿大
96.46.64.0	96.46.191.*	美国
96.46.192.0	96.46.207.*	加拿大
96.46.208.0	96.47.47.*	美国
96.47.48.0	96.47.63.*	北美地区
96.47.64.0	96.47.175.*	美国
96.47.176.0	96.47.191.*	加拿大
96.47.192.0	96.47.*.*	美国
96.48.0.0	96.55.*.*	加拿大
96.56.0.0	96.62.*.*	美国
96.63.0.0	96.63.63.*	加拿大
96.63.64.0	96.63.127.*	美国
96.63.128.0	96.63.175.*	加拿大
96.63.176.0	96.63.191.*	北美地区
96.63.192.0	96.124.*.*	美国
96.125.0.0	96.127.*.*	北美地区
96.128.0.0	97.7.*.*	美国
97.8.0.0	97.64.*.*	欧洲
97.65.0.0	97.66.*.*	美国
97.67.0.0	97.67.*.*	欧洲
97.68.0.0	97.71.111.*	美国
97.71.112.0	97.71.*.*	欧洲
97.72.0.0	97.74.*.*	美国
97.75.0.0	97.75.63.*	加拿大
97.75.64.0	97.75.191.*	美国
97.75.192.0	97.75.223.*	加拿大
97.75.224.0	97.107.47.*	美国
97.107.48.0	97.107.63.*	加拿大
97.107.64.0	97.107.175.*	美国
97.107.176.0	97.107.191.*	加拿大
97.107.192.0	97.107.207.*	美国
97.107.208.0	97.107.223.*	加拿大
97.107.224.0	97.107.*.*	美国
97.108.0.0	97.111.*.*	加拿大
97.112.0.0	98.93.*.*	美国
98.94.0.0	98.94.*.*	荷兰
98.95.0.0	98.123.*.*	美国
98.124.0.0	98.124.63.*	加拿大
98.124.64.0	98.142.111.*	美国
98.142.112.0	98.142.127.*	北美地区
98.142.128.0	98.142.239.*	美国
98.142.240.0	98.142.*.*	加拿大
98.143.0.0	98.143.15.*	美国
98.143.16.0	98.143.31.*	北美地区
98.143.32.0	98.143.63.*	美国
98.143.64.0	98.143.111.*	加拿大
98.143.112.0	98.143.127.*	美国
98.143.128.0	98.143.143.*	加拿大
98.143.144.0	98.143.207.*	美国
98.143.208.0	98.143.223.*	加拿大
98.143.224.0	98.143.239.*	美国
98.143.240.0	98.143.*.*	加拿大
98.144.0.0	98.158.79.*	美国
98.158.80.0	98.158.95.*	加拿大
98.158.96.0	98.158.111.*	英属维尔京群岛
98.158.112.0	98.158.127.*	美国
98.158.128.0	98.158.143.*	加拿大
98.158.144.0	98.159.239.*	美国
98.159.240.0	98.159.*.*	加拿大
98.160.0.0	98.*.*.*	美国
99.0.0.0	99.12.*.*	加拿大
99.13.0.0	99.38.100.*	美国
99.38.101.0	99.135.*.*	加拿大
99.136.0.0	99.136.*.*	美国
99.137.0.0	99.145.*.*	加拿大
99.146.0.0	99.146.*.*	美国
99.147.0.0	99.155.*.*	加拿大
99.156.0.0	99.156.*.*	美国
99.157.0.0	99.162.*.*	加拿大
99.163.0.0	99.163.*.*	美国
99.164.0.0	99.192.127.*	加拿大
99.192.128.0	99.198.*.*	美国
99.199.0.0	99.199.*.*	加拿大
99.200.0.0	99.207.*.*	美国
99.208.0.0	99.*.*.*	加拿大
100.0.0.0	100.*.*.*	IANA
101.0.0.0	101.0.0.*	亚太地区
101.0.1.0	101.0.1.*	澳大利亚
101.0.2.0	101.96.*.*	亚太地区
101.97.0.0	101.97.*.*	澳大利亚
101.98.0.0	101.126.*.*	亚太地区
101.127.0.0	101.128.0.*	澳大利亚
101.128.1.0	101.*.*.*	亚太地区
102.0.0.0	106.*.*.*	IANA
107.0.0.0	107.6.63.*	美国
107.6.64.0	107.6.*.*	北美地区
107.7.0.0	107.15.*.*	美国
107.16.0.0	107.23.*.*	北美地区
107.24.0.0	107.63.*.*	美国
107.64.0.0	107.223.*.*	北美地区
107.224.0.0	108.57.191.*	美国
108.57.192.0	108.57.*.*	北美地区
108.58.0.0	108.58.*.*	美国
108.59.0.0	108.63.*.*	北美地区
108.64.0.0	108.159.*.*	美国
108.160.0.0	108.*.*.*	北美地区
110.0.0.0	110.3.*.*	日本
110.4.0.0	110.4.31.*	香港
110.4.32.0	110.4.39.*	日本
110.4.40.0	110.4.47.*	马来西亚
110.4.48.0	110.4.63.*	日本
110.4.64.0	110.4.127.*	韩国
110.4.128.0	110.5.63.*	日本
110.5.64.0	110.5.71.*	菲律宾
110.5.72.0	110.5.79.*	印度
110.5.80.0	110.5.95.*	澳大利亚
110.5.96.0	110.5.111.*	印度尼西亚
110.5.112.0	110.5.115.*	萨摩亚
110.5.116.0	110.5.119.*	澳大利亚
110.5.120.0	110.5.127.*	日本
110.5.128.0	110.5.*.*	韩国
110.6.0.0	110.6.66.*	内蒙古
110.6.67.0	110.6.127.*	内蒙古呼伦贝尔市
110.6.128.0	110.7.50.*	内蒙古
110.7.51.0	110.7.51.*	内蒙古乌兰浩特市
110.7.52.0	110.7.*.*	内蒙古
110.8.0.0	110.15.*.*	韩国
110.16.0.0	110.16.24.*	内蒙古包头市
110.16.25.0	110.16.34.*	内蒙古
110.16.35.0	110.16.35.*	内蒙古巴彦淖尔市
110.16.36.0	110.16.127.*	内蒙古
110.16.128.0	110.16.199.*	内蒙古包头市
110.16.200.0	110.16.200.*	内蒙古呼和浩特市
110.16.201.0	110.16.223.*	内蒙古包头市
110.16.224.0	110.16.224.*	内蒙古鄂尔多斯市
110.16.225.0	110.16.238.*	内蒙古包头市
110.16.239.0	110.16.239.*	内蒙古鄂尔多斯市
110.16.240.0	110.17.155.*	内蒙古包头市
110.17.156.0	110.17.157.*	内蒙古呼和浩特市
110.17.158.0	110.17.223.*	内蒙古包头市
110.17.224.0	110.17.*.*	内蒙古呼和浩特市
110.18.0.0	110.18.87.*	内蒙古
110.18.88.0	110.18.94.*	内蒙古巴彦淖尔市
110.18.95.0	110.19.*.*	内蒙古
110.20.0.0	110.23.*.*	澳大利亚
110.24.0.0	110.31.*.*	台湾省
110.32.0.0	110.33.*.*	澳大利亚
110.34.0.0	110.34.31.*	尼泊尔
110.34.32.0	110.34.39.*	巴基斯坦
110.34.40.0	110.34.47.*	亚太地区
110.34.48.0	110.34.51.*	新西兰
110.34.52.0	110.34.63.*	亚太地区
110.34.64.0	110.34.127.*	韩国
110.34.128.0	110.34.*.*	美国
110.35.0.0	110.35.63.*	韩国
110.35.64.0	110.35.79.*	越南
110.35.80.0	110.35.87.*	印度尼西亚
110.35.88.0	110.35.95.*	亚太地区
110.35.96.0	110.35.*.*	韩国
110.36.0.0	110.39.*.*	巴基斯坦
110.40.0.0	110.42.*.*	北京市
110.43.0.0	110.43.127.*	广东省深圳市
110.43.128.0	110.43.*.*	北京市
110.44.0.0	110.44.15.*	香港
110.44.16.0	110.44.19.*	新西兰
110.44.20.0	110.44.23.*	亚太地区
110.44.24.0	110.44.31.*	澳大利亚
110.44.32.0	110.44.63.*	韩国
110.44.64.0	110.44.95.*	日本
110.44.96.0	110.44.111.*	菲律宾
110.44.112.0	110.44.127.*	尼泊尔
110.44.128.0	110.44.143.*	菲律宾
110.44.144.0	110.44.159.*	亚太地区
110.44.160.0	110.44.163.*	澳大利亚
110.44.164.0	110.44.167.*	亚太地区
110.44.168.0	110.44.175.*	印度尼西亚
110.44.176.0	110.44.183.*	日本
110.44.184.0	110.44.191.*	越南
110.44.192.0	110.47.*.*	韩国
110.48.0.0	110.48.*.*	北京市
110.49.0.0	110.49.*.*	泰国
110.50.0.0	110.50.15.*	日本
110.50.16.0	110.50.23.*	澳大利亚
110.50.24.0	110.50.31.*	亚太地区
110.50.32.0	110.50.63.*	印度
110.50.64.0	110.50.79.*	日本
110.50.80.0	110.50.87.*	印度尼西亚
110.50.88.0	110.50.127.*	日本
110.50.128.0	110.50.191.*	台湾省
110.50.192.0	110.50.223.*	日本
110.50.224.0	110.50.239.*	菲律宾
110.50.240.0	110.50.*.*	日本
110.51.0.0	110.51.*.*	河北省
110.52.0.0	110.52.5.*	湖南省
110.52.6.0	110.52.7.*	湖南省常德市
110.52.8.0	110.52.8.*	湖南省岳阳市
110.52.9.0	110.52.10.*	湖南省常德市
110.52.11.0	110.52.15.*	湖南省
110.52.16.0	110.52.16.*	湖南省益阳市
110.52.17.0	110.52.34.*	湖南省
110.52.35.0	110.52.35.*	湖南省株洲市
110.52.36.0	110.53.*.*	湖南省
110.54.0.0	110.54.127.*	日本
110.54.128.0	110.55.*.*	菲律宾
110.56.0.0	110.63.*.*	中国
110.64.0.0	110.64.23.*	广东省广州市
110.64.24.0	110.64.27.*	广东省江门市
110.64.28.0	110.64.31.*	广东省
110.64.32.0	110.64.127.*	广东省广州市
110.64.128.0	110.65.*.*	广东省
110.66.0.0	110.67.*.*	日本
110.68.0.0	110.71.*.*	韩国
110.72.0.0	110.72.26.*	广西
110.72.27.0	110.72.27.*	广西玉林市
110.72.28.0	110.72.42.*	广西
110.72.43.0	110.72.59.*	广西贵港市
110.72.60.0	110.72.69.*	广西
110.72.70.0	110.72.70.*	广西宜州市
110.72.71.0	110.72.74.*	广西
110.72.75.0	110.72.75.*	广西河池市
110.72.76.0	110.72.97.*	广西
110.72.98.0	110.72.98.*	广西梧州市
110.72.99.0	110.72.133.*	广西
110.72.134.0	110.72.143.*	广西防城港市
110.72.144.0	110.72.159.*	广西
110.72.160.0	110.72.222.*	广西柳州市
110.72.223.0	110.72.224.*	广西
110.72.225.0	110.72.225.*	广西来宾市
110.72.226.0	110.72.253.*	广西
110.72.254.0	110.72.254.*	广西崇左市
110.72.*.0	110.72.*.*	广西
110.73.0.0	110.73.63.*	广西南宁市
110.73.64.0	110.73.160.*	广西
110.73.161.0	110.73.161.*	广西来宾市
110.73.162.0	110.73.168.*	广西
110.73.169.0	110.73.172.*	广西柳州市
110.73.173.0	110.73.*.*	广西
110.74.0.0	110.74.127.*	日本
110.74.128.0	110.74.191.*	马来西亚
110.74.192.0	110.74.223.*	柬埔寨
110.74.224.0	110.74.*.*	日本
110.75.0.0	110.76.63.*	浙江省杭州市
110.76.64.0	110.76.127.*	韩国
110.76.128.0	110.76.139.*	澳大利亚
110.76.140.0	110.76.143.*	亚太地区
110.76.144.0	110.76.151.*	印度尼西亚
110.76.152.0	110.76.155.*	泰国
110.76.156.0	110.76.159.*	亚太地区
110.76.160.0	110.76.175.*	印度
110.76.176.0	110.76.179.*	澳大利亚
110.76.180.0	110.76.187.*	亚太地区
110.76.188.0	110.76.191.*	香港
110.76.192.0	110.77.127.*	河南省平顶山市
110.77.128.0	110.78.*.*	泰国
110.79.0.0	110.79.*.*	香港
110.80.0.0	110.80.15.*	福建省厦门市
110.80.16.0	110.80.*.*	福建省福州市
110.81.0.0	110.81.*.*	福建省泉州市
110.82.0.0	110.82.27.*	福建省漳州市
110.82.28.0	110.82.28.*	福建省龙海市
110.82.29.0	110.82.128.*	福建省漳州市
110.82.129.0	110.82.172.*	福建省莆田市
110.82.173.0	110.82.*.*	福建省漳州市
110.83.0.0	110.83.*.*	福建省福州市
110.84.0.0	110.84.89.*	福建省厦门市
110.84.90.0	110.84.90.*	福建省晋江市
110.84.91.0	110.84.189.*	福建省厦门市
110.84.190.0	110.84.198.*	福建省福州市
110.84.199.0	110.86.142.*	福建省厦门市
110.86.143.0	110.86.143.*	福建省宁德市
110.86.144.0	110.87.146.*	福建省厦门市
110.87.147.0	110.87.*.*	福建省福州市
110.88.0.0	110.91.*.*	福建省
110.92.0.0	110.92.15.*	日本
110.92.16.0	110.92.19.*	新西兰
110.92.20.0	110.92.23.*	亚太地区
110.92.24.0	110.92.31.*	菲律宾
110.92.32.0	110.92.63.*	日本
110.92.64.0	110.92.71.*	亚太地区
110.92.72.0	110.92.75.*	印度尼西亚
110.92.76.0	110.92.79.*	香港
110.92.80.0	110.92.95.*	日本
110.92.96.0	110.92.127.*	新加坡
110.92.128.0	110.92.*.*	韩国
110.93.0.0	110.93.7.*	日本
110.93.8.0	110.93.11.*	澳大利亚
110.93.12.0	110.93.15.*	亚太地区
110.93.16.0	110.93.23.*	澳大利亚
110.93.24.0	110.93.31.*	韩国
110.93.32.0	110.93.63.*	印度
110.93.64.0	110.93.95.*	菲律宾
110.93.96.0	110.93.111.*	日本
110.93.112.0	110.93.191.*	韩国
110.93.192.0	110.93.*.*	巴基斯坦
110.94.0.0	110.95.*.*	中国
110.96.0.0	110.96.155.*	北京市
110.96.156.0	110.96.156.*	北京市海淀区
110.96.157.0	110.96.*.*	北京市
110.97.0.0	110.109.*.*	中国
110.110.0.0	110.110.*.*	黑龙江省哈尔滨市
110.111.0.0	110.111.27.*	中国
110.111.28.0	110.111.28.*	黑龙江省大庆市
110.111.29.0	110.111.66.*	中国
110.111.67.0	110.111.67.*	黑龙江省绥化市
110.111.68.0	110.113.*.*	中国
110.114.0.0	110.114.*.*	浙江省台州市
110.115.0.0	110.115.*.*	中国
110.116.0.0	110.116.*.*	四川省
110.117.0.0	110.118.*.*	中国
110.119.0.0	110.119.120.*	四川省
110.119.121.0	110.119.121.*	四川省遂宁市
110.119.122.0	110.119.*.*	四川省
110.120.0.0	110.125.60.*	中国
110.125.61.0	110.125.61.*	福建省三明市
110.125.62.0	110.127.*.*	中国
110.128.0.0	110.135.*.*	日本
110.136.0.0	110.139.*.*	印度尼西亚
110.140.0.0	110.142.*.*	澳大利亚
110.143.0.0	110.143.*.*	亚太地区
110.144.0.0	110.151.*.*	澳大利亚
110.152.0.0	110.152.*.*	新疆乌鲁木齐市
110.153.0.0	110.157.*.*	新疆
110.158.0.0	110.158.*.*	日本
110.159.0.0	110.159.*.*	马来西亚
110.160.0.0	110.163.*.*	日本
110.164.0.0	110.164.*.*	泰国
110.165.0.0	110.165.31.*	韩国
110.165.32.0	110.165.63.*	北京市
110.165.64.0	110.165.127.*	韩国
110.165.128.0	110.165.*.*	日本
110.166.0.0	110.166.*.*	青海省西宁市
110.167.0.0	110.167.4.*	青海省
110.167.5.0	110.167.5.*	青海省海南州
110.167.6.0	110.167.123.*	青海省
110.167.124.0	110.167.124.*	青海省海西州
110.167.125.0	110.167.129.*	青海省
110.167.130.0	110.167.130.*	青海省西宁市
110.167.131.0	110.167.174.*	青海省
110.167.175.0	110.167.175.*	青海省西宁市
110.167.176.0	110.167.*.*	青海省
110.168.0.0	110.171.*.*	泰国
110.172.0.0	110.172.15.*	日本
110.172.16.0	110.172.31.*	印度
110.172.32.0	110.172.51.*	日本
110.172.52.0	110.172.55.*	印度
110.172.56.0	110.172.63.*	日本
110.172.64.0	110.172.127.*	韩国
110.172.128.0	110.172.191.*	印度
110.172.192.0	110.173.47.*	北京市
110.173.48.0	110.173.63.*	香港
110.173.64.0	110.173.95.*	浙江省杭州市
110.173.96.0	110.173.127.*	广东省东莞市
110.173.128.0	110.173.159.*	澳大利亚
110.173.160.0	110.173.175.*	新西兰
110.173.176.0	110.173.191.*	亚太地区
110.173.192.0	110.173.223.*	浙江省杭州市
110.173.224.0	110.173.227.*	澳大利亚
110.173.228.0	110.173.231.*	亚太地区
110.173.232.0	110.173.239.*	澳大利亚
110.173.240.0	110.173.*.*	日本
110.174.0.0	110.175.*.*	澳大利亚
110.176.0.0	110.177.*.*	山西省
110.178.0.0	110.179.*.*	山西省太原市
110.180.0.0	110.181.*.*	山西省大同市
110.182.0.0	110.182.*.*	山西省临汾市
110.183.0.0	110.183.*.*	山西省忻州市
110.184.0.0	110.185.*.*	四川省成都市
110.186.0.0	110.186.63.*	四川省绵阳市
110.186.64.0	110.186.*.*	四川省
110.187.0.0	110.187.63.*	四川省资阳市
110.187.64.0	110.187.84.*	四川省泸州市
110.187.85.0	110.187.85.*	四川省眉山市
110.187.86.0	110.187.126.*	四川省泸州市
110.187.127.0	110.187.160.*	四川省达州市
110.187.161.0	110.187.161.*	四川省泸州市
110.187.162.0	110.187.191.*	四川省达州市
110.187.192.0	110.187.*.*	四川省泸州市
110.188.0.0	110.188.*.*	四川省
110.189.0.0	110.189.63.*	四川省南充市
110.189.64.0	110.189.127.*	四川省乐山市
110.189.128.0	110.189.135.*	四川省
110.189.136.0	110.189.167.*	四川省自贡市
110.189.168.0	110.189.175.*	四川省
110.189.176.0	110.189.180.*	四川省成都市
110.189.181.0	110.189.223.*	四川省
110.189.224.0	110.189.*.*	四川省乐山市
110.190.0.0	110.190.95.*	四川省
110.190.96.0	110.190.127.*	四川省遂宁市
110.190.128.0	110.190.172.*	四川省
110.190.173.0	110.190.173.*	四川省广汉市
110.190.174.0	110.191.101.*	四川省
110.191.102.0	110.191.102.*	四川省成都市
110.191.103.0	110.191.*.*	四川省
110.192.0.0	110.199.*.*	中国
110.200.0.0	110.200.34.*	湖北省
110.200.35.0	110.200.47.*	湖北省武汉市
110.200.48.0	110.200.*.*	湖北省
110.201.0.0	110.211.*.*	中国
110.212.0.0	110.212.15.*	广西南宁市
110.212.16.0	110.212.53.*	广西
110.212.54.0	110.212.54.*	广西桂林市
110.212.55.0	110.212.79.*	广西
110.212.80.0	110.212.80.*	广西玉林市
110.212.81.0	110.212.178.*	广西
110.212.179.0	110.212.183.*	广西北海市
110.212.184.0	110.212.191.*	广西
110.212.192.0	110.212.199.*	广西南宁市
110.212.200.0	110.212.*.*	广西
110.213.0.0	110.223.*.*	中国
110.224.0.0	110.227.*.*	印度
110.228.0.0	110.228.11.*	河北省
110.228.12.0	110.228.12.*	河北省石家庄市
110.228.13.0	110.229.*.*	河北省
110.230.0.0	110.230.*.*	河北省保定市
110.231.0.0	110.231.*.*	河北省唐山市
110.232.0.0	110.232.31.*	日本
110.232.32.0	110.232.63.*	北京市
110.232.64.0	110.232.95.*	印度尼西亚
110.232.96.0	110.232.111.*	韩国
110.232.112.0	110.232.115.*	澳大利亚
110.232.116.0	110.232.119.*	亚太地区
110.232.120.0	110.232.139.*	日本
110.232.140.0	110.232.143.*	亚太地区
110.232.144.0	110.232.147.*	新西兰
110.232.148.0	110.232.151.*	亚太地区
110.232.152.0	110.232.159.*	日本
110.232.160.0	110.232.175.*	菲律宾
110.232.176.0	110.232.179.*	澳大利亚
110.232.180.0	110.232.183.*	亚太地区
110.232.184.0	110.232.187.*	澳大利亚
110.232.188.0	110.232.191.*	亚太地区
110.232.192.0	110.232.239.*	日本
110.232.240.0	110.232.247.*	澳大利亚
110.232.248.0	110.232.*.*	亚太地区
110.233.0.0	110.233.*.*	日本
110.234.0.0	110.235.*.*	印度
110.236.0.0	110.237.*.*	北京市
110.238.0.0	110.239.*.*	澳大利亚
110.240.0.0	110.242.*.*	河北省
110.243.0.0	110.243.*.*	河北省唐山市
110.244.0.0	110.244.*.*	河北省沧州市
110.245.0.0	110.245.*.*	河北省承德市
110.246.0.0	110.246.*.*	河北省邢台市
110.247.0.0	110.247.187.*	河北省衡水市
110.247.188.0	110.247.188.*	河北省沧州市
110.247.189.0	110.247.*.*	河北省衡水市
110.248.0.0	110.248.*.*	河北省邯郸市
110.249.0.0	110.249.*.*	河北省石家庄市
110.250.0.0	110.250.*.*	河北省唐山市
110.251.0.0	110.251.*.*	河北省廊坊市
110.252.0.0	110.252.*.*	河北省沧州市
110.253.0.0	110.253.*.*	河北省张家口市
110.254.0.0	110.254.191.*	河北省唐山市
110.254.192.0	110.254.*.*	河北省承德市
110.*.0.0	110.*.*.*	河北省秦皇岛市
111.0.0.0	111.3.*.*	浙江省
111.4.0.0	111.7.*.*	中国
111.8.0.0	111.8.*.*	湖南省
111.9.0.0	111.9.*.*	四川省
111.10.0.0	111.10.127.*	北京市
111.10.128.0	111.10.*.*	重庆市
111.11.0.0	111.12.2.*	中国
111.12.3.0	111.12.3.*	辽宁省
111.12.4.0	111.12.75.*	中国
111.12.76.0	111.12.76.*	广西凭祥市
111.12.77.0	111.15.30.*	中国
111.15.31.0	111.15.31.*	山东省
111.15.32.0	111.63.*.*	中国
111.64.0.0	111.64.*.*	日本
111.65.0.0	111.65.127.*	新加坡
111.65.128.0	111.65.191.*	韩国
111.65.192.0	111.65.223.*	日本
111.65.224.0	111.65.239.*	新西兰
111.65.240.0	111.65.*.*	亚太地区
111.66.0.0	111.66.*.*	中国
111.67.0.0	111.67.31.*	澳大利亚
111.67.32.0	111.67.47.*	马来西亚
111.67.48.0	111.67.63.*	台湾省
111.67.64.0	111.67.95.*	印度尼西亚
111.67.96.0	111.67.111.*	柬埔寨
111.67.112.0	111.67.191.*	日本
111.67.192.0	111.67.207.*	北京市
111.67.208.0	111.67.*.*	韩国
111.68.0.0	111.68.15.*	香港
111.68.16.0	111.68.23.*	日本
111.68.24.0	111.68.31.*	印度尼西亚
111.68.32.0	111.68.63.*	菲律宾
111.68.64.0	111.68.95.*	中国
111.68.96.0	111.68.111.*	巴基斯坦
111.68.112.0	111.68.127.*	印度尼西亚
111.68.128.0	111.68.*.*	日本
111.69.0.0	111.69.*.*	新西兰
111.70.0.0	111.71.*.*	台湾省
111.72.0.0	111.72.21.*	江西省
111.72.22.0	111.72.22.*	江西省抚州市
111.72.23.0	111.72.104.*	江西省
111.72.105.0	111.72.115.*	江西省吉安市
111.72.116.0	111.72.127.*	江西省
111.72.128.0	111.72.191.*	江西省宜春市
111.72.192.0	111.72.212.*	江西省
111.72.213.0	111.72.213.*	江西省鹰潭市
111.72.214.0	111.72.*.*	江西省
111.73.0.0	111.73.63.*	江西省上饶市
111.73.64.0	111.73.94.*	江西省
111.73.95.0	111.73.95.*	江西省瑞昌市
111.73.96.0	111.73.133.*	江西省
111.73.134.0	111.73.134.*	江西省景德镇市
111.73.135.0	111.75.196.*	江西省
111.75.197.0	111.75.198.*	江西省南昌市
111.75.199.0	111.75.249.*	江西省
111.75.250.0	111.75.*.*	江西省赣州市
111.76.0.0	111.76.63.*	江西省南昌市
111.76.64.0	111.76.127.*	江西省抚州市
111.76.128.0	111.77.58.*	江西省
111.77.59.0	111.77.59.*	江西省九江市
111.77.60.0	111.77.239.*	江西省
111.77.240.0	111.78.100.*	江西省赣州市
111.78.101.0	111.78.102.*	江西省南昌市
